subproject,gem,Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Mean used reads per cell,"16,257"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Number of reads,"38,935,310"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGH,41.25%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGK,20.13%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGL,17.24%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to any V(D)J gene,78.69%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,89.62%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr,Number of reads,"51,813,638"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr,Number of short reads skipped,0
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr,Q30 RNA read,92.9%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr,Q30 UMI,97.2%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr,Q30 barcodes,97.2%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (2),Number of reads,"19,736,416"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (2),Number of short reads skipped,0
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (2),Q30 RNA read,92.3%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (2),Q30 UMI,97.4%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (2),Q30 barcodes,97.4%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (3),Number of reads,"50,987,596"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (3),Number of short reads skipped,0
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (3),Q30 RNA read,92.8%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (3),Q30 UMI,97.2%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (3),Q30 barcodes,97.2%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (4),Number of reads,"20,261,362"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (4),Number of short reads skipped,0
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (4),Q30 RNA read,92.8%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (4),Q30 UMI,97.4%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Fastq ID,rdFRFhrU_ZdYeOZlf_tcr (4),Q30 barcodes,97.4%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,237
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,18.07%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"602,527"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"42,757"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"142,799,012"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,17.61%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,21.56%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,39.49%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,78.57%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Antibody Capture,,,Antibody reads usable per cell,911
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Antibody Capture,,,Cells,"2,565"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Antibody Capture,,,Median UMI counts per cell,528
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Cells,"2,565"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Confidently mapped antisense,8.99%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Confidently mapped to exonic regions,53.02%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Confidently mapped to genome,86.89%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Confidently mapped to intergenic regions,18.56%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Confidently mapped to intronic regions,15.31%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Confidently mapped to transcriptome,42.47%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Mapped to genome,93.81%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Median UMI counts per cell,925
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Median genes per cell,484
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Median reads per cell,"11,493"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Number of reads assigned to the sample,"47,808,004"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,Gene Expression,,,Total genes detected,"16,855"
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Cells with productive IGH contig,86.98%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Cells with productive IGK contig,41.73%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Cells with productive IGL contig,55.35%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",34.43%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",49.64%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Cells with productive V-J spanning pair,82.60%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Estimated number of cells,822
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Median IGH UMIs per Cell,16
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Median IGK UMIs per Cell,74
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Median IGL UMIs per Cell,91
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Number of cells with productive V-J spanning pair,679
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ B,,,Paired clonotype diversity,766.08
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Cells with productive TRA contig,92.41%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Cells with productive TRB contig,99.58%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",91.98%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Cells with productive V-J spanning pair,91.98%
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Estimated number of cells,237
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Median TRA UMIs per Cell,8
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Median TRB UMIs per Cell,25
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Number of cells with productive V-J spanning pair,218
BCLLATLAS_38,rdFRFhrU_ZdYeOZlf,Sample,VDJ T,,,Paired clonotype diversity,235.02
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp,Number of reads,"20,780,545"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp,Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp,Q30 RNA read,96.9%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp,Q30 UMI,98.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp,Q30 barcodes,98.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp (2),Number of reads,"21,149,830"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp (2),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp (2),Q30 RNA read,96.9%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp (2),Q30 UMI,98.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Fastq ID,WToIzInl_LudU7hVX_csp (2),Q30 barcodes,98.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Estimated number of cells,"1,855"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Fraction antibody reads,97.28%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Fraction antibody reads in aggregate barcodes,9.70%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Fraction antibody reads usable,4.17%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Fraction reads in cells,4.51%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Fraction unrecognized antibody,2.72%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Mean reads per cell,"22,604"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Number of reads,"41,930,375"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Valid UMIs,100.00%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Antibody Capture,Physical library ID,ABC_1,Valid barcodes,98.49%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex,Number of reads,"9,328,236"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex,Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex,Q30 RNA read,89.7%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex,Q30 UMI,97.2%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex,Q30 barcodes,97.2%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (2),Number of reads,"47,599,678"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (2),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (2),Q30 RNA read,89.2%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (2),Q30 UMI,97.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (2),Q30 barcodes,97.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (3),Number of reads,"9,229,268"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (3),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (3),Q30 RNA read,89.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (3),Q30 UMI,97.2%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (3),Q30 barcodes,97.2%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (4),Number of reads,"49,022,609"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (4),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (4),Q30 RNA read,89.5%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (4),Q30 UMI,97.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Fastq ID,WToIzInl_LudU7hVX_gex (4),Q30 barcodes,97.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped antisense,17.37%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to exonic regions,40.44%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to genome,74.37%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intergenic regions,22.00%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intronic regions,11.94%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to transcriptome,21.89%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Estimated number of cells,"1,855"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Fraction reads in cells,76.56%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Mapped to genome,87.16%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Mean reads per cell,"62,092"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Number of reads,"115,179,791"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Number of reads in the library,"115,179,791"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Sequencing saturation,88.73%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Valid UMIs,99.98%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,Gene Expression,Physical library ID,GEX_1,Valid barcodes,63.99%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr,Number of reads,"10,182,898"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr,Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr,Q30 RNA read,90.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr,Q30 UMI,96.7%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr,Q30 barcodes,96.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (2),Number of reads,"9,856,637"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (2),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (2),Q30 RNA read,89.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (2),Q30 UMI,96.8%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (2),Q30 barcodes,96.7%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (3),Number of reads,"9,922,234"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (3),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (3),Q30 RNA read,90.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (3),Q30 UMI,96.7%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (3),Q30 barcodes,96.6%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (4),Number of reads,"10,132,087"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (4),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (4),Q30 RNA read,90.0%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (4),Q30 UMI,96.8%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Fastq ID,WToIzInl_LudU7hVX_bcr (4),Q30 barcodes,96.7%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Estimated number of cells,464
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Fraction reads in cells,75.77%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Mean reads per cell,"86,409"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Mean used reads per cell,"18,139"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Number of reads,"40,093,856"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGH,45.94%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGK,15.02%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGL,11.42%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to any V(D)J gene,72.46%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,88.44%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr,Number of reads,"48,427,751"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr,Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr,Q30 RNA read,91.8%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr,Q30 UMI,97.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr,Q30 barcodes,97.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (2),Number of reads,"14,048,749"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (2),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (2),Q30 RNA read,91.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (2),Q30 UMI,97.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (2),Q30 barcodes,97.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (3),Number of reads,"47,522,189"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (3),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (3),Q30 RNA read,91.8%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (3),Q30 UMI,97.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (3),Q30 barcodes,97.1%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Number of reads,"14,422,552"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Number of short reads skipped,0
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Q30 RNA read,91.8%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Q30 UMI,97.4%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Q30 barcodes,97.3%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,316
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,24.52%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"393,738"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"27,904"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"124,421,241"
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,12.39%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,14.08%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,26.70%
BCLLATLAS_38,WToIzInl_LudU7hVX,Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,76.34%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Antibody Capture,,,Antibody reads usable per cell,942
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Antibody Capture,,,Cells,"1,855"
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Antibody Capture,,,Median UMI counts per cell,489
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Cells,"1,855"
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Confidently mapped antisense,8.13%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Confidently mapped to exonic regions,52.77%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Confidently mapped to genome,87.08%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Confidently mapped to intergenic regions,19.46%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Confidently mapped to intronic regions,14.84%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Confidently mapped to transcriptome,43.06%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Mapped to genome,93.58%
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Median UMI counts per cell,701
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Median genes per cell,387
BCLLATLAS_38,WToIzInl_LudU7hVX,Sample,Gene Expression,,,Median reads per cell,"14,390"
